musician,years,hours,sex,age,filename,excerpt,condition,track,condition_cong,selected,Filename,Subject,Excerpt,Condition,kinEnerg,convexhull,cumuldist,density,speed,acceleration,jerk,directness,distance,fluidity,symmetry,shoulderhead,shoulderpelvis,headpelvis,shoulderheadThreshold,shoulderpelvisThreshold,headpelvisThreshold,norm,sampentrop,corr,cov,sync,SPECTRE_CENTROID,SPECTRE_SPREAD,SPECTRE_SKEWNESS,SPECTRE_KURTOSIS,SPECTRE_FLATNESS,SPECTRE_ENTROPIE,CEPSTRE_MEAN,CEPSTRE_MAX,CEPSTRE_CENTROID,RMS,ROLLOFF,BRIGHTNESS_1000,BRIGHTNESS_1500,BRIGHTNESS_3000,ZEROCROSS,ROUGHNESS,FLUX_DU_SPECTRE,FLUX_DU_CEPSTRE,HCDF,EVENTDENSITY,KEYCLARITY,MODE,PULSECLARITY,METRICAL_CENTROID,METRICAL_STRENGTH,TEMPO,TEMPO_CHANGE,NOVELTY_METRIC,NOVELTY_SPECTRE,NOVELTY_CEPSTRE,NOVELTY_AC_WAVEFORM,NOVELTY_MFCC,NOVELTY_CHROMAGRAM_1,NOVELTY_KEYSTRENGTH_1,NOVELTY_CHROMAGRAM_2,NOVELTY_KEYSTRENGTH_2
M2,17,5,F,24,02_Ca_Fo_T1.tsv,1CaFl,5Fo,T1,4Incong,0,02_Ca_Fo_T1.tsv,2,Flow_Cantabile,Force,6.20E-03,1.90E-01,2.31E+00,4.61E-01,7.50E-02,1.31E-01,5.30E-01,1.90E+00,4.33E-01,-8.51E-22,9.40E-01,4.32E+01,2.17E+01,1.98E+01,4.75E+01,2.69E+01,2.68E+01,1.13E+00,3.16E-02,2.47E-01,5.19E-05,2.42E-01,3225.1,3394.4,2.2283,8.4079,0.098296,0.68549,120.83,5000.9,0.017603,0.034128,6040.1,0.69393,0.63299,0.34654,1513,0.78412,90.194,56619,0.41937,2,0.60835,-0.093871,0.17735,283,0.36147,147.66,0.00014893,0.20563,0.34806,0.28398,0.20516,0.42161,0.24994,0.17717,0.37983,0.20102
M2,17,5,F,24,02_Ca_Fo_T2.tsv,1CaFl,5Fo,T2,4Incong,0,02_Ca_Fo_T2.tsv,2,Flow_Cantabile,Force,6.59E-03,1.91E-01,2.14E+00,4.64E-01,7.28E-02,1.52E-01,5.08E-01,1.86E+00,4.27E-01,-2.17E-21,9.55E-01,4.12E+01,1.85E+01,2.32E+01,4.73E+01,2.20E+01,2.95E+01,1.13E+00,3.29E-02,3.48E-01,5.29E-05,3.09E-01,3404.5,3352.7,2.1387,8.3323,0.097554,0.69729,123.8,5508.4,0.017565,0.038041,6026.6,0.72487,0.66561,0.36046,1908.7,0.93192,119.04,57253,0.68718,1,0.63238,-0.093659,0.19796,260.63,0.32455,195.56,0.0033208,0.33533,0.37553,0.38202,0.18492,0.52088,0.29559,0.077852,0.37417,0.17311
M2,17,5,F,24,02_Ca_In_T1.tsv,1CaFl,6In,T1,5Nothing,0,02_Ca_In_T1.tsv,2,Flow_Cantabile,Interior,1.51E-03,1.88E-01,1.47E+00,4.63E-01,3.74E-02,6.98E-02,2.33E-01,1.26E+00,4.44E-01,2.62E-21,9.43E-01,4.36E+01,2.09E+01,2.34E+01,4.81E+01,2.38E+01,2.90E+01,1.12E+00,2.31E-02,3.63E-01,4.88E-05,3.70E-01,3053.1,3347.1,2.3442,9.2698,0.11872,0.68681,115.97,3676,0.018952,0.011471,5617.5,0.65563,0.58038,0.30303,1698.7,0.01883,31.955,55998,0.57937,1,0.61767,-0.082739,0.11724,297,0.39822,160.18,-0.0033373,0.2526,0.30677,0.30441,0.2135,0.28109,0.28117,0.26699,0.28847,0.15276
M2,17,5,F,24,02_Ca_In_T2.tsv,1CaFl,6In,T2,5Nothing,0,02_Ca_In_T2.tsv,2,Flow_Cantabile,Interior,2.52E-03,1.87E-01,1.71E+00,4.62E-01,4.34E-02,8.15E-02,3.26E-01,1.34E+00,4.44E-01,3.99E-21,9.54E-01,4.36E+01,1.98E+01,2.32E+01,4.90E+01,2.40E+01,2.97E+01,1.12E+00,2.45E-02,6.01E-01,1.61E-04,8.01E-02,3048.1,3367.1,2.2734,8.9472,0.10497,0.67966,118.53,4147,0.018223,0.018462,5901.5,0.65817,0.60085,0.31622,1560.8,0.086341,46.714,56147,0.51018,1.5,0.63612,-0.082259,0.16104,287.25,0.30282,190.19,-1.19E-05,0.23716,0.33546,0.3543,0.23683,0.49376,0.30557,0.20941,0.24852,0.13886
M2,17,5,F,24,02_Ca_Mo_T1.tsv,1CaFl,4Mo,T1,5Nothing,0,02_Ca_Mo_T1.tsv,2,Flow_Cantabile,Movement,1.10E-02,1.90E-01,3.29E+00,4.60E-01,1.20E-01,2.36E-01,8.11E-01,2.58E+00,4.28E-01,2.41E-21,9.53E-01,4.85E+01,2.21E+01,2.79E+01,5.69E+01,2.80E+01,3.30E+01,1.11E+00,4.57E-02,2.39E-01,7.86E-05,5.71E-01,3251.5,3332.6,2.2099,8.582,0.099773,0.68995,121.46,4837.1,0.017673,0.03352,5932.4,0.70255,0.63192,0.35852,1768.7,0.38792,103.56,56898,0.47285,1,0.6056,-0.09466,0.15759,312.49,0.48196,139.28,-0.0074903,0.3602,0.34044,0.45874,0.20465,0.38295,0.36097,0.25301,0.54264,0.22857
M2,17,5,F,24,02_Ca_Mo_T2.tsv,1CaFl,4Mo,T2,5Nothing,0,02_Ca_Mo_T2.tsv,2,Flow_Cantabile,Movement,9.27E-03,1.90E-01,3.04E+00,4.58E-01,1.01E-01,1.98E-01,7.18E-01,9.21E-01,4.21E-01,-6.22E-21,9.69E-01,4.82E+01,2.22E+01,2.66E+01,5.77E+01,2.92E+01,3.35E+01,1.12E+00,4.08E-02,4.20E-01,1.16E-04,5.96E-01,3167.2,3191.5,2.2871,9.5345,0.093874,0.68283,120.88,5207.2,0.017583,0.034757,5873.2,0.70364,0.6439,0.33518,1657.3,0.21167,104.71,56851,0.5474,1,0.62476,-0.092386,0.17168,273.9,0.32844,128.59,-0.0034111,0.15336,0.35301,0.56102,0.26362,0.48193,0.27511,0.19414,0.3239,0.16848
M2,17,5,F,24,02_Ca_Pr_T1.tsv,1CaFl,2Pr,T1,2Pr,0,02_Ca_Pr_T1.tsv,2,Flow_Cantabile,Projected,2.40E-03,1.84E-01,1.72E+00,4.61E-01,5.62E-02,9.53E-02,2.93E-01,1.23E+00,4.30E-01,-4.58E-22,9.65E-01,4.34E+01,9.24E+00,3.38E+01,4.76E+01,1.13E+01,3.85E+01,1.13E+00,3.32E-02,3.83E-01,2.12E-05,3.42E-01,2868.8,3427.6,2.4393,9.7462,0.10829,0.68179,114.89,3368.6,0.017997,0.019787,5286.4,0.62111,0.56132,0.2738,1214.4,0.066952,47.304,55365,0.40905,2,0.61453,-0.081392,0.14014,299.44,0.43498,150.93,-0.00088497,0.19439,0.18738,0.33275,0.27071,0.14755,0.18964,0.089982,0.42557,0.17567
M2,17,5,F,24,02_Ca_Pr_T2.tsv,1CaFl,2Pr,T2,2Pr,0,02_Ca_Pr_T2.tsv,2,Flow_Cantabile,Projected,3.91E-03,1.85E-01,1.82E+00,4.60E-01,5.64E-02,1.07E-01,3.59E-01,1.82E+00,4.34E-01,1.27E-21,9.66E-01,4.19E+01,1.93E+01,2.30E+01,5.00E+01,2.35E+01,2.97E+01,1.12E+00,3.15E-02,4.43E-01,5.35E-05,5.59E-01,3012.4,3286.9,2.3465,9.5086,0.10528,0.67572,119.22,3974.5,0.018152,0.022163,5438.5,0.65307,0.59415,0.29293,1412.9,0.13609,54.265,56238,0.40593,2,0.6142,-0.094514,0.14811,285.7,0.37082,127.28,-0.0040744,0.27382,0.34009,0.29061,0.33617,0.28575,0.29804,0.12375,0.29046,0.11497
M2,17,5,F,24,02_Ca_Wa_T1.tsv,1CaFl,7Wa,T1,5Nothing,0,02_Ca_Wa_T1.tsv,2,Flow_Cantabile,Wandering,6.22E-03,1.82E-01,2.20E+00,4.60E-01,7.58E-02,1.69E-01,6.03E-01,2.13E+00,4.42E-01,2.19E-21,9.31E-01,4.48E+01,2.00E+01,2.51E+01,5.19E+01,2.56E+01,3.26E+01,1.12E+00,3.47E-02,4.90E-01,1.33E-04,5.22E-01,3016.4,3255.3,2.3312,9.4956,0.10213,0.68832,118.41,4187.6,0.017971,0.021358,5577.1,0.66688,0.60744,0.31034,1558.7,0.36873,55.849,56366,0.47673,2,0.62423,-0.086726,0.15762,299.79,0.36516,165.68,-0.0015336,0.28413,0.33132,0.26877,0.24588,0.38609,0.40314,0.13509,0.34542,0.13503
M2,17,5,F,24,02_Ca_Wa_T2.tsv,1CaFl,7Wa,T2,5Nothing,0,02_Ca_Wa_T2.tsv,2,Flow_Cantabile,Wandering,5.82E-03,1.82E-01,2.13E+00,4.59E-01,7.59E-02,1.46E-01,4.94E-01,2.67E+00,4.24E-01,2.30E-21,9.41E-01,4.48E+01,1.81E+01,2.47E+01,4.93E+01,2.44E+01,3.11E+01,1.12E+00,2.71E-02,4.23E-01,9.95E-05,4.35E-01,3134.9,3369.8,2.3065,9.0292,0.10268,0.68745,123.02,4720.5,0.017671,0.024743,5888,0.70303,0.6407,0.33613,1777.3,0.50953,76.737,57255,0.66339,2,0.63157,-0.089434,0.19376,269.65,0.47104,129.97,-0.0080249,0.26015,0.32327,0.35337,0.29831,0.63009,0.31098,0.087238,0.27648,0.13842
M2,17,5,F,24,02_Re_Dp_T1.tsv,4ReIn,1Dp,T1,1Dp,0,02_Re_Dp_T1.tsv,2,Interior_Reveuse,Deadpan,1.97E-04,2.35E-01,4.93E-01,4.75E-01,1.29E-02,3.06E-02,1.25E-01,1.77E+00,4.62E-01,-1.41E-22,9.78E-01,3.95E+01,2.21E+01,1.72E+01,4.16E+01,2.39E+01,2.12E+01,1.17E+00,2.78E-02,4.44E-01,4.30E-06,3.86E-01,2166.2,2781.8,3.392,18.002,0.10072,0.66792,108.21,1988.1,0.020554,0.012219,3515.3,0.51299,0.41637,0.19502,903.63,0.15127,21.596,54941,0.578,1,0.59984,-0.083157,0.16882,287.48,0.36828,122.37,6.56E-05,0.23743,0.38408,0.45811,0.3978,0.22052,0.32464,0.23362,0.44686,0.22894
M2,17,5,F,24,02_Re_Dp_T2.tsv,4ReIn,1Dp,T2,1Dp,0,02_Re_Dp_T2.tsv,2,Interior_Reveuse,Deadpan,5.23E-05,2.34E-01,2.48E-01,4.75E-01,7.51E-03,1.89E-02,1.13E-01,1.82E+00,4.54E-01,1.87E-21,9.79E-01,3.98E+01,1.89E+01,2.08E+01,4.17E+01,2.02E+01,2.25E+01,1.18E+00,2.87E-02,2.51E-01,3.83E-07,1.54E-01,2278.3,2661.1,3.2129,16.832,0.088938,0.66179,109.46,2507.8,0.020227,0.01728,3692.9,0.55229,0.44532,0.22022,1030.1,0.27751,34.087,54826,0.66054,1,0.60148,-0.085408,0.16712,331.04,0.33155,161.43,0.00032697,0.19046,0.44776,0.2829,0.29039,0.22467,0.33123,0.18589,0.37579,0.15509
M2,17,5,F,24,02_Re_Fl_T1.tsv,4ReIn,3Fl,T1,5Nothing,0,02_Re_Fl_T1.tsv,2,Interior_Reveuse,Flow,4.02E-03,2.36E-01,1.89E+00,4.76E-01,5.09E-02,8.95E-02,2.84E-01,6.62E-01,4.51E-01,-1.94E-22,9.74E-01,4.33E+01,2.13E+01,2.16E+01,4.71E+01,2.52E+01,2.66E+01,1.18E+00,2.81E-02,3.12E-01,2.73E-05,9.09E-02,2185,2689.7,3.4086,17.862,0.099472,0.68539,108.64,2042.1,0.0202,0.011169,3520.7,0.51767,0.42411,0.20098,858.63,0.11176,30.943,54629,0.44464,1,0.59983,-0.088745,0.14641,336.83,0.42315,150.85,0.0049573,0.27377,0.42987,0.39727,0.2512,0.20669,0.21949,0.21926,0.44288,0.24234
M2,17,5,F,24,02_Re_Fl_T2.tsv,4ReIn,3Fl,T2,5Nothing,0,02_Re_Fl_T2.tsv,2,Interior_Reveuse,Flow,5.21E-03,2.26E-01,2.10E+00,4.73E-01,5.19E-02,9.92E-02,3.23E-01,9.82E-01,4.47E-01,-1.52E-21,9.79E-01,4.35E+01,2.19E+01,2.03E+01,4.89E+01,2.71E+01,3.05E+01,1.18E+00,3.04E-02,5.42E-01,9.09E-05,6.09E-01,2214.7,2658.1,3.4414,18.599,0.095211,0.68413,110.2,2441.4,0.020035,0.013088,3522.1,0.53878,0.44983,0.21036,856.49,0.16754,36.511,55128,0.37685,1,0.60117,-0.085341,0.1159,278.65,0.40146,135.77,0.0003406,0.14681,0.31377,0.41685,0.21817,0.20516,0.30922,0.21589,0.43507,0.23076
M2,17,5,F,24,02_Re_Fo_T1.tsv,4ReIn,5Fo,T1,5Nothing,0,02_Re_Fo_T1.tsv,2,Interior_Reveuse,Force,8.07E-03,2.33E-01,2.46E+00,4.73E-01,7.22E-02,1.64E-01,5.02E-01,1.67E+00,4.34E-01,8.71E-22,9.86E-01,4.14E+01,2.14E+01,2.01E+01,4.79E+01,2.70E+01,2.80E+01,1.19E+00,3.88E-02,4.56E-01,5.78E-05,2.74E-01,2463.3,2517.4,3.0424,16.026,0.079123,0.69288,113.75,3981.1,0.018854,0.0308,3925.8,0.63714,0.53428,0.24445,1167.9,2.0999,101.94,55971,0.63814,1,0.61519,-0.091684,0.16493,256.68,0.31373,153.59,-0.011674,0.10756,0.32809,0.44888,0.26536,0.18485,0.35048,0.18802,0.43804,0.17008
M2,17,5,F,24,02_Re_Fo_T2.tsv,4ReIn,5Fo,T2,5Nothing,0,02_Re_Fo_T2.tsv,2,Interior_Reveuse,Force,1.30E-02,2.32E-01,2.81E+00,4.72E-01,9.40E-02,1.98E-01,5.30E-01,3.47E+00,4.32E-01,-8.76E-22,9.87E-01,4.37E+01,2.10E+01,2.05E+01,5.28E+01,2.73E+01,3.13E+01,1.18E+00,3.85E-02,5.36E-01,8.94E-05,9.00E-01,2526.5,2523,3.0162,16.021,0.080636,0.69776,115.1,4007.6,0.018932,0.03247,3940.6,0.60666,0.52568,0.25522,1127.2,2.5416,118.49,55467,0.64946,1,0.60576,-0.088597,0.1246,256.88,0.62765,193.06,0.0031113,0.19571,0.4192,0.45519,0.22391,0.25136,0.31516,0.21097,0.43437,0.22901
M2,17,5,F,24,02_Re_In_T1.tsv,4ReIn,6In,T1,3Cong,0,02_Re_In_T1.tsv,2,Interior_Reveuse,Interior,2.96E-03,2.32E-01,2.14E+00,4.74E-01,4.92E-02,9.49E-02,3.48E-01,9.93E-01,4.50E-01,-2.43E-21,9.78E-01,4.54E+01,2.16E+01,2.39E+01,5.10E+01,2.70E+01,2.97E+01,1.17E+00,2.88E-02,6.36E-01,8.09E-05,6.69E-01,2220.7,2812.3,3.4267,17.712,0.10389,0.69408,108.84,2054.4,0.020203,0.0092936,3546.3,0.53917,0.43467,0.19854,870.06,0.073077,26.978,54699,0.33428,1,0.59275,-0.08223,0.1353,367.06,0.47371,131.2,0.0020887,0.30708,0.31158,0.28434,0.28152,0.20041,0.30227,0.17449,0.32788,0.24224
M2,17,5,F,24,02_Re_In_T2.tsv,4ReIn,6In,T2,3Cong,0,02_Re_In_T2.tsv,2,Interior_Reveuse,Interior,3.47E-03,2.32E-01,1.94E+00,4.74E-01,4.74E-02,9.44E-02,3.30E-01,5.09E-01,4.49E-01,-3.76E-21,9.86E-01,4.11E+01,2.26E+01,1.77E+01,4.72E+01,2.67E+01,2.65E+01,1.18E+00,2.86E-02,5.62E-01,9.82E-05,5.48E-01,2163.5,2708.6,3.469,18.655,0.096726,0.68002,109.22,2178.5,0.0201,0.012485,3518,0.53217,0.43475,0.19593,868.63,0.098152,30.819,55010,0.41356,1,0.59974,-0.086643,0.12973,331.22,0.49186,146.59,0.00029196,0.23403,0.42716,0.44375,0.33168,0.21243,0.2579,0.15864,0.38588,0.097337
M2,17,5,F,24,02_Re_Mo_T1.tsv,4ReIn,4Mo,T1,4Incong,0,02_Re_Mo_T1.tsv,2,Interior_Reveuse,Movement,2.00E-02,2.37E-01,3.44E+00,4.74E-01,1.05E-01,2.29E-01,7.09E-01,1.37E+00,4.46E-01,4.22E-21,9.88E-01,4.64E+01,2.13E+01,2.42E+01,5.41E+01,2.90E+01,3.44E+01,1.18E+00,4.34E-02,6.00E-01,1.31E-04,7.01E-01,2293.1,2454.5,3.3254,18.431,0.076,0.67995,112.78,3594.5,0.019319,0.025332,3692.9,0.58123,0.47664,0.22073,1024.4,1.105,74.877,55220,0.51618,1,0.62176,-0.086765,0.13613,299.7,0.31967,149.75,-0.0049388,0.25226,0.27015,0.43023,0.27315,0.2316,0.23155,0.26797,0.51985,0.31429
M2,17,5,F,24,02_Re_Mo_T2.tsv,4ReIn,4Mo,T2,4Incong,0,02_Re_Mo_T2.tsv,2,Interior_Reveuse,Movement,2.11E-02,2.32E-01,3.44E+00,4.71E-01,1.09E-01,2.53E-01,7.28E-01,1.57E+00,4.38E-01,-1.49E-21,9.93E-01,4.48E+01,2.22E+01,2.20E+01,5.39E+01,2.96E+01,3.16E+01,1.18E+00,4.82E-02,6.10E-01,1.38E-04,9.53E-01,2221.3,2420.8,3.3316,19.074,0.076994,0.67387,111.66,3617.6,0.019297,0.025028,3690.3,0.60093,0.49662,0.22332,984.35,0.73385,78.668,55433,0.65385,1,0.61288,-0.098802,0.13259,278.12,0.40602,111.47,-0.00073882,0.22534,0.57173,0.36089,0.34274,0.23497,0.39831,0.32217,0.38727,0.34614
M2,17,5,F,24,02_Re_Pr_T1.tsv,4ReIn,2Pr,T1,2Pr,0,02_Re_Pr_T1.tsv,2,Interior_Reveuse,Projected,5.66E-03,2.31E-01,2.07E+00,4.72E-01,6.33E-02,1.32E-01,4.44E-01,9.50E-01,4.54E-01,-5.71E-21,9.37E-01,4.62E+01,2.95E+01,1.66E+01,5.21E+01,3.49E+01,2.28E+01,1.17E+00,3.58E-02,6.03E-01,1.16E-04,6.96E-01,2248.2,2505.1,3.4289,19.452,0.0822,0.68657,111.74,2579.1,0.019679,0.01539,3563.7,0.55659,0.48014,0.20809,897.2,0.22333,45.204,55391,0.58695,1,0.60007,-0.083264,0.13351,293.51,0.36565,135.33,-0.0019616,0.30488,0.53053,0.47567,0.52394,0.25215,0.48057,0.18244,0.39447,0.24723
M2,17,5,F,24,02_Re_Pr_T2.tsv,4ReIn,2Pr,T2,2Pr,0,02_Re_Pr_T2.tsv,2,Interior_Reveuse,Projected,6.16E-03,2.35E-01,1.93E+00,4.74E-01,6.13E-02,1.33E-01,4.08E-01,1.85E+00,4.49E-01,-7.05E-22,9.82E-01,4.45E+01,2.35E+01,2.08E+01,5.01E+01,2.80E+01,2.71E+01,1.17E+00,3.89E-02,6.41E-01,8.74E-05,7.63E-01,2162.6,2580.4,3.4774,19.053,0.087487,0.68372,110.95,2750.5,0.01977,0.015278,3524.7,0.51978,0.436,0.19148,819.34,0.16591,39.341,55402,0.51981,1,0.59984,-0.09097,0.15695,322.63,0.59101,162.76,-0.00064104,0.27914,0.43049,0.26519,0.32175,0.24441,0.3638,0.16456,0.4193,0.23891
M2,17,5,F,24,02_Re_Wa_T1.tsv,4ReIn,7Wa,T1,5Nothing,0,02_Re_Wa_T1.tsv,2,Interior_Reveuse,Wandering,7.64E-03,2.29E-01,2.18E+00,4.75E-01,6.96E-02,1.41E-01,4.50E-01,9.12E-01,4.42E-01,2.46E-22,9.81E-01,4.63E+01,1.89E+01,2.70E+01,4.98E+01,2.52E+01,3.32E+01,1.18E+00,3.77E-02,7.00E-01,1.16E-04,7.46E-01,2176,2664.6,3.4492,18.069,0.091327,0.68351,110.56,2389,0.019936,0.014306,3534.1,0.53723,0.43544,0.19959,872.91,0.13059,41.608,55336,0.50678,1,0.59984,-0.080384,0.13128,290.8,0.53905,149.14,0.0035497,0.20242,0.34268,0.17505,0.19296,0.19773,0.28636,0.21634,0.47312,0.21429
M2,17,5,F,24,02_Re_Wa_T2.tsv,4ReIn,7Wa,T2,5Nothing,0,02_Re_Wa_T2.tsv,2,Interior_Reveuse,Wandering,1.11E-02,2.24E-01,2.39E+00,4.71E-01,7.61E-02,1.64E-01,4.99E-01,1.50E+00,4.48E-01,-4.47E-21,9.88E-01,4.76E+01,2.08E+01,2.58E+01,5.28E+01,2.60E+01,3.36E+01,1.17E+00,4.02E-02,5.69E-01,1.11E-04,8.58E-01,2179.7,2533.6,3.4752,19.321,0.082999,0.67116,111.26,2972.3,0.019563,0.018999,3531.4,0.56247,0.44747,0.19423,967.21,0.3701,53.641,55034,0.68695,1,0.60777,-0.083905,0.13839,300.79,0.40259,118.43,-0.0024528,0.24919,0.31287,0.4034,0.37044,0.20673,0.30598,0.2264,0.38369,0.18725
M3,30,25,F,30,03_Ca_Dp_T1.tsv,1CaFl,1Dp,T1,1Dp,0,03_Ca_Dp_T1.tsv,3,Flow_Cantabile,Deadpan,3.16E-05,2.28E-01,2.80E-01,4.87E-01,5.58E-03,1.41E-02,1.40E-01,3.97E+00,4.31E-01,-3.25E-22,9.12E-01,3.40E+01,1.25E+01,2.14E+01,4.54E+01,1.38E+01,3.32E+01,1.29E+00,1.95E-02,3.79E-01,2.62E-06,3.22E-02,3348.8,3921.4,2.1126,7.5142,0.14557,0.688,115.31,3795.8,0.019314,0.014782,6350.9,0.71776,0.56828,0.34785,1405.1,0.035756,34.069,55276,0.3725,1,0.61062,-0.09866,0.21558,310.16,0.29797,159.33,-0.0056763,0.16725,0.27241,0.2537,0.22663,0.35022,0.30234,0.22393,0.27345,0.11203
M3,30,25,F,30,03_Ca_Dp_T2.tsv,1CaFl,1Dp,T2,1Dp,1,03_Ca_Dp_T2.tsv,3,Flow_Cantabile,Deadpan,2.97E-05,2.31E-01,2.69E-01,4.87E-01,5.17E-03,1.35E-02,1.28E-01,3.16E+00,4.26E-01,7.71E-22,9.22E-01,4.74E+01,1.15E+01,3.58E+01,4.86E+01,1.28E+01,3.72E+01,1.28E+00,1.96E-02,2.01E-01,1.15E-06,4.54E-02,3219.9,3827.7,2.212,7.6336,0.14204,0.68635,114.44,3516.2,0.019572,0.015509,6123.5,0.68678,0.54995,0.34059,1385.8,0.02337,29.741,54710,0.36224,1,0.59994,-0.097252,0.17954,347.14,0.29203,150.55,0.0022925,0.10131,0.25413,0.28018,0.23052,0.37662,0.29841,0.29686,0.33598,0.24216
M3,30,25,F,30,03_Ca_Fl_T1.tsv,1CaFl,3Fl,T1,3Cong,1,03_Ca_Fl_T1.tsv,3,Flow_Cantabile,Flow,6.44E-04,2.34E-01,1.12E+00,4.89E-01,2.28E-02,4.36E-02,3.08E-01,3.85E+00,4.26E-01,6.96E-22,9.34E-01,4.67E+01,2.01E+01,2.58E+01,5.32E+01,2.32E+01,3.39E+01,1.26E+00,2.06E-02,2.92E-01,3.10E-05,3.49E-02,3014.3,3605,2.2804,8.2736,0.14647,0.71989,115.67,3321.9,0.01905,0.011237,5773.6,0.66896,0.57306,0.31031,1488.7,0.025341,32.368,55493,0.46213,1,0.59984,-0.081268,0.1707,322.51,0.31579,135.71,0.00083694,0.18896,0.35233,0.29478,0.31783,0.25167,0.30461,0.23028,0.43595,0.15855
M3,30,25,F,30,03_Ca_Fl_T2.tsv,1CaFl,3Fl,T2,3Cong,0,03_Ca_Fl_T2.tsv,3,Flow_Cantabile,Flow,7.92E-04,2.29E-01,1.38E+00,4.88E-01,2.74E-02,5.63E-02,3.44E-01,1.47E+00,4.21E-01,1.06E-21,9.51E-01,4.96E+01,1.92E+01,2.97E+01,5.53E+01,2.23E+01,3.52E+01,1.26E+00,2.23E-02,4.32E-01,8.48E-05,6.26E-02,3100.2,3697,2.2437,7.8052,0.14633,0.72335,114.93,3309,0.019112,0.010873,6007.8,0.65534,0.55879,0.30742,1362.9,0.020765,31.16,55015,0.44185,1,0.59984,-0.093259,0.18477,318.99,0.32793,142.66,-0.00012233,0.23395,0.35559,0.33738,0.2919,0.27751,0.30908,0.14194,0.45158,0.11021
M3,30,25,F,30,03_Ca_Fo_T1.tsv,1CaFl,5Fo,T1,4Incong,1,03_Ca_Fo_T1.tsv,3,Flow_Cantabile,Force,1.04E-03,2.43E-01,1.27E+00,4.97E-01,2.92E-02,6.68E-02,4.23E-01,1.30E+00,4.49E-01,-1.65E-21,9.24E-01,3.75E+01,9.88E+00,2.80E+01,4.97E+01,1.19E+01,3.89E+01,1.31E+00,2.49E-02,5.33E-01,9.29E-05,3.45E-01,3265.2,3574.7,2.1299,7.9225,0.12617,0.71484,119.07,4085.6,0.018364,0.021555,6115.4,0.70655,0.60726,0.3488,1508.7,0.19566,58.947,55813,0.35679,2,0.60573,-0.10294,0.2063,303.56,0.30724,159.72,-0.0024622,0.12794,0.2042,0.30218,0.19629,0.27071,0.25776,0.22905,0.36629,0.22338
M3,30,25,F,30,03_Ca_Fo_T2.tsv,1CaFl,5Fo,T2,4Incong,0,03_Ca_Fo_T2.tsv,3,Flow_Cantabile,Force,3.09E-04,2.37E-01,7.74E-01,4.91E-01,1.76E-02,3.86E-02,3.40E-01,1.73E+00,4.33E-01,-2.16E-21,9.44E-01,4.69E+01,1.11E+01,3.64E+01,5.17E+01,1.31E+01,3.99E+01,1.31E+00,2.86E-02,2.33E-01,1.77E-05,1.08E-01,3230.8,3561.3,2.1242,7.8729,0.12253,0.71112,118.63,4414,0.018319,0.022337,6139.7,0.70237,0.58299,0.34663,1458.7,0.15094,60.391,55971,0.2959,1,0.61127,-0.10452,0.2178,328.29,0.34701,143.03,0.010088,0.14552,0.31772,0.3469,0.26462,0.31401,0.2711,0.14553,0.45032,0.13327
M3,30,25,F,30,03_Ca_In_T1.tsv,1CaFl,6In,T1,5Nothing,0,03_Ca_In_T1.tsv,3,Flow_Cantabile,Interior,1.98E-04,2.31E-01,6.43E-01,4.87E-01,1.39E-02,3.03E-02,2.61E-01,2.36E+00,4.09E-01,-5.79E-22,9.48E-01,4.93E+01,1.37E+01,3.52E+01,5.51E+01,1.66E+01,4.17E+01,1.31E+00,1.83E-02,3.97E-01,3.43E-05,1.43E-01,3146.5,3695.9,2.1837,7.9135,0.14999,0.73154,113.92,3319.8,0.019067,0.0099925,5957.9,0.66885,0.58085,0.34868,1474.4,0.041011,29.311,55619,0.42754,1,0.59986,-0.10452,0.17585,313.75,0.31658,197.34,0.0039863,0.15863,0.2068,0.21935,0.20147,0.19872,0.21411,0.1896,0.38525,0.22871
M3,30,25,F,30,03_Ca_In_T2.tsv,1CaFl,6In,T2,5Nothing,0,03_Ca_In_T2.tsv,3,Flow_Cantabile,Interior,2.29E-04,2.33E-01,8.09E-01,4.88E-01,1.57E-02,3.45E-02,2.40E-01,2.11E+00,4.24E-01,1.08E-21,9.44E-01,5.12E+01,1.28E+01,3.91E+01,5.55E+01,1.54E+01,4.25E+01,1.31E+00,1.94E-02,3.06E-01,2.54E-05,8.36E-02,3216,3705.3,2.1823,7.7935,0.16156,0.73467,113.88,3170.4,0.019194,0.0083777,6112.7,0.69299,0.59435,0.33441,1567.2,0.024667,28.512,54748,0.53855,1.5,0.59195,-0.087835,0.18873,349.16,0.31719,138.16,0.0010336,0.22756,0.22731,0.28581,0.18472,0.22149,0.34979,0.17062,0.30292,0.19115
