musician,years,hours,sex,age,filename,excerpt,condition,track,condition_cong,selected,Filename,Subject,Excerpt,Condition,kinEnerg,convexhull,cumuldist,density,speed,acceleration,jerk,directness,distance,fluidity,symmetry,shoulderhead,shoulderpelvis,headpelvis,shoulderheadThreshold,shoulderpelvisThreshold,headpelvisThreshold,norm,sampentrop,corr,cov,sync,SPECTRE_CENTROID,SPECTRE_SPREAD,SPECTRE_SKEWNESS,SPECTRE_KURTOSIS,SPECTRE_FLATNESS,SPECTRE_ENTROPIE,CEPSTRE_MEAN,CEPSTRE_MAX,CEPSTRE_CENTROID,RMS,ROLLOFF,BRIGHTNESS_1000,BRIGHTNESS_1500,BRIGHTNESS_3000,ZEROCROSS,ROUGHNESS,FLUX_DU_SPECTRE,FLUX_DU_CEPSTRE,HCDF,EVENTDENSITY,KEYCLARITY,MODE,PULSECLARITY,METRICAL_CENTROID,METRICAL_STRENGTH,TEMPO,TEMPO_CHANGE,NOVELTY_METRIC,NOVELTY_SPECTRE,NOVELTY_CEPSTRE,NOVELTY_AC_WAVEFORM,NOVELTY_MFCC,NOVELTY_CHROMAGRAM_1,NOVELTY_KEYSTRENGTH_1,NOVELTY_CHROMAGRAM_2,NOVELTY_KEYSTRENGTH_2
M9,17,20,F,24,09_Br_Pr_T1.tsv,3BrFo,2Pr,T1,2Pr,0,09_Br_Pr_T1.tsv,9,Force_Bruch,Projected,2.93E-04,2.15E-01,6.70E-01,4.64E-01,1.93E-02,5.67E-02,9.84E-01,1.08E+01,4.01E-01,-7.30E-21,9.62E-01,4.38E+01,9.96E+00,3.23E+01,4.73E+01,1.49E+01,3.61E+01,1.20E+00,1.38E-02,6.17E-01,4.29E-05,5.21E-02,2682.6,3183.4,2.5534,10.572,0.13751,0.76911,123.09,2235.3,0.018126,0.046579,4593.3,0.64141,0.52673,0.2623,1268.7,28.666,266.3,55972,0.61126,2,0.6226,-0.020284,0.1804,299.24,0.34921,162.49,0.0026589,0.2251,0.27994,0.16198,0.19282,0.32076,0.31859,0.21915,0.15753,0.11541
M9,17,20,F,24,09_Br_Pr_T2.tsv,3BrFo,2Pr,T2,2Pr,0,09_Br_Pr_T2.tsv,9,Force_Bruch,Projected,3.23E-04,2.11E-01,7.12E-01,4.66E-01,2.00E-02,6.23E-02,1.00E+00,1.23E+01,4.04E-01,-5.30E-22,9.61E-01,4.44E+01,8.61E+00,3.62E+01,4.75E+01,1.49E+01,3.84E+01,1.25E+00,2.06E-02,1.84E-01,1.50E-05,6.73E-02,2671.8,3110,2.6535,11.066,0.13381,0.77153,122.23,2097.3,0.018174,0.055882,4536.8,0.63331,0.53307,0.26197,1240.1,37.715,327.58,55847,0.69382,2,0.60966,-0.00084898,0.19304,289.25,0.34283,180.5,-0.0062162,0.20706,0.36342,0.30085,0.27502,0.25313,0.27632,0.17016,0.19609,0.14598
M9,17,20,F,24,09_Br_Wa_T1.tsv,3BrFo,7Wa,T1,5Nothing,0,09_Br_Wa_T1.tsv,9,Force_Bruch,Wandering,2.87E-02,2.26E-01,4.93E+00,4.69E-01,1.99E-01,3.19E-01,1.31E+00,2.53E+00,4.12E-01,3.79E-21,9.48E-01,3.98E+01,6.94E+00,3.35E+01,5.01E+01,1.33E+01,4.20E+01,1.35E+00,1.39E-02,8.33E-01,1.28E-02,3.33E-01,2631.6,3079.9,2.6553,11.329,0.12526,0.76274,122.55,2314.5,0.01781,0.049554,4644.4,0.63139,0.51989,0.25626,1136.5,39.135,268.84,56318,0.63705,2,0.59587,-0.023755,0.1436,295.71,0.37935,183.81,-0.0021054,0.23607,0.33035,0.27744,0.17416,0.50273,0.24876,0.13089,0.10905,0.07568
M9,17,20,F,24,09_Br_Wa_T2.tsv,3BrFo,7Wa,T2,5Nothing,0,09_Br_Wa_T2.tsv,9,Force_Bruch,Wandering,3.05E-02,2.22E-01,5.03E+00,4.63E-01,2.14E-01,3.02E-01,1.28E+00,8.32E+00,4.09E-01,8.54E-21,9.32E-01,4.60E+01,6.03E+00,3.73E+01,5.25E+01,1.13E+01,4.92E+01,1.37E+00,1.37E-02,9.29E-01,2.62E-02,7.39E-01,2453.4,3068.6,2.7528,11.76,0.12788,0.76238,123.61,2204.9,0.017906,0.042719,4404.9,0.5981,0.49265,0.22808,1149.3,31.928,228.58,56289,0.6312,2,0.60917,-0.026849,0.2111,301.19,0.34522,150.41,-0.0012386,0.21133,0.318,0.32342,0.15665,0.36646,0.2591,0.074123,0.17319,0.083012
M9,17,20,F,24,09_Mo_Dp_T1.tsv,5MoWa,1Dp,T1,1Dp,0,09_Mo_Dp_T1.tsv,9,Wandering_Moldau,Deadpan,3.69E-04,2.04E-01,1.29E+00,4.59E-01,1.76E-02,4.09E-02,2.68E-01,1.54E+00,4.67E-01,-1.39E-21,9.10E-01,1.08E+01,3.12E+00,1.30E+01,3.94E+01,6.45E+00,3.59E+01,1.18E+00,1.06E-02,7.35E-01,4.60E-04,1.72E-01,2960.9,3504,2.4694,9.7578,0.11656,0.70654,120.31,4278.3,0.018091,0.020554,5022.6,0.65367,0.55763,0.30006,1394.4,0.82461,68.488,56437,0.79219,2,0.6012,-0.080114,0.25324,277.46,0.38474,156.87,-0.0038863,0.18024,0.26537,0.23687,0.19126,0.17669,0.309,0.19126,0.29465,0.20319
M9,17,20,F,24,09_Mo_Dp_T2.tsv,5MoWa,1Dp,T2,1Dp,0,09_Mo_Dp_T2.tsv,9,Wandering_Moldau,Deadpan,6.81E-04,1.99E-01,1.32E+00,4.57E-01,2.48E-02,4.32E-02,3.09E-01,1.95E+00,4.56E-01,-1.44E-21,9.28E-01,3.89E+00,1.67E+00,4.54E+00,1.83E+01,5.83E+00,1.69E+01,1.17E+00,1.11E-02,8.72E-01,4.94E-04,5.89E-02,2816.8,3416.1,2.5926,10.358,0.11174,0.69918,121.56,4205.3,0.017947,0.021955,4906.9,0.6417,0.53314,0.28077,1365.1,1.0478,71.383,56792,0.72704,3,0.59981,-0.082023,0.19221,286.85,0.35913,132.57,-7.74E-05,0.20084,0.43475,0.47155,0.20259,0.19682,0.33998,0.22745,0.38108,0.35818
M9,17,20,F,24,09_Mo_Fl_T1.tsv,5MoWa,3Fl,T1,5Nothing,0,09_Mo_Fl_T1.tsv,9,Wandering_Moldau,Flow,2.85E-03,2.18E-01,3.14E+00,4.67E-01,4.31E-02,8.12E-02,4.26E-01,3.41E+00,5.12E-01,-3.74E-21,8.92E-01,4.65E+01,1.69E+00,4.38E+01,5.13E+01,8.35E+00,5.06E+01,1.23E+00,1.47E-02,9.08E-01,4.19E-03,2.89E-01,2710.4,3252.1,2.677,10.954,0.11879,0.72038,116.47,3398.8,0.018448,0.011551,4547.6,0.61846,0.51767,0.27077,1381.5,0.15666,46.073,55322,0.65308,1,0.59328,-0.066458,0.16944,308.55,0.43582,156.22,0.0018926,0.21988,0.35806,0.29886,0.34138,0.22966,0.25511,0.27104,0.25918,0.22571
M9,17,20,F,24,09_Mo_Fl_T2.tsv,5MoWa,3Fl,T2,5Nothing,0,09_Mo_Fl_T2.tsv,9,Wandering_Moldau,Flow,5.16E-04,2.14E-01,2.24E+00,4.64E-01,2.43E-02,4.76E-02,2.77E-01,4.35E+00,5.03E-01,3.55E-22,8.94E-01,1.67E+01,3.41E+00,1.43E+01,3.84E+01,9.19E+00,3.97E+01,1.27E+00,5.54E-03,9.33E-01,5.08E-03,1.23E-01,2667.9,3215.1,2.7623,11.648,0.11745,0.71257,111.78,3038,0.018527,0.010714,4449.3,0.55314,0.46514,0.24371,1202.2,0.042408,41.656,55372,0.51636,2,0.5997,-0.073276,0.15132,305.44,0.39909,133.87,0.00079526,0.13757,0.26517,0.29651,0.17774,0.19021,0.27919,0.14486,0.23567,0.11238
M9,17,20,F,24,09_Mo_Fo_T1.tsv,5MoWa,5Fo,T1,5Nothing,0,09_Mo_Fo_T1.tsv,9,Wandering_Moldau,Force,9.64E-03,2.13E-01,4.17E+00,4.68E-01,8.16E-02,1.56E-01,7.86E-01,4.85E+00,4.56E-01,6.38E-21,8.96E-01,1.96E+01,4.74E+00,2.16E+01,3.76E+01,1.27E+01,4.00E+01,1.20E+00,1.88E-02,7.66E-01,3.73E-03,5.38E-01,3336.8,3543.3,2.1906,8.1878,0.13249,0.73157,124.66,5549.3,0.017374,0.039424,6017.1,0.71868,0.62551,0.35001,1554.3,5.4791,169.4,57348,0.70105,1,0.5981,-0.082583,0.16768,301.4,0.39396,187.48,-0.0022311,0.16098,0.49937,0.33549,0.4232,0.28244,0.37183,0.2381,0.3796,0.25205
M9,17,20,F,24,09_Mo_Fo_T2.tsv,5MoWa,5Fo,T2,5Nothing,0,09_Mo_Fo_T2.tsv,9,Wandering_Moldau,Force,9.23E-03,2.09E-01,4.29E+00,4.68E-01,8.02E-02,1.60E-01,7.16E-01,6.06E+00,4.50E-01,-1.06E-21,9.23E-01,1.63E+01,3.19E+00,1.52E+01,3.32E+01,9.12E+00,3.45E+01,1.34E+00,1.36E-02,8.23E-01,1.01E-02,4.47E-01,3405.4,3545.1,2.1453,7.96,0.13332,0.73474,125.02,5564,0.017487,0.043527,6053.5,0.71826,0.64044,0.36208,1564.4,9.1807,202.81,57621,0.64464,1,0.59019,-0.083658,0.15901,279.59,0.42771,148.76,0.0095561,0.17807,0.3295,0.31227,0.34183,0.4857,0.23752,0.2416,0.31877,0.16873
M9,17,20,F,24,09_Mo_In_T1.tsv,5MoWa,6In,T1,4Incong,0,09_Mo_In_T1.tsv,9,Wandering_Moldau,Interior,3.34E-03,2.12E-01,3.30E+00,4.66E-01,4.70E-02,7.22E-02,4.35E-01,3.56E+00,4.96E-01,-1.13E-21,8.97E-01,2.28E+01,4.38E+00,2.49E+01,4.06E+01,7.18E+00,4.57E+01,1.18E+00,1.33E-02,8.02E-01,4.25E-03,6.09E-02,2812,3329.8,2.5149,10.111,0.12023,0.72842,116.91,3955.4,0.018059,0.013069,4987.6,0.63033,0.5312,0.2932,1391.5,0.28677,48.779,55885,0.56068,2,0.5993,-0.079532,0.15579,315.64,0.379,139.69,0.00071327,0.31237,0.30067,0.2797,0.25015,0.24394,0.33292,0.27467,0.32752,0.2276
M9,17,20,F,24,09_Mo_In_T2.tsv,5MoWa,6In,T2,4Incong,0,09_Mo_In_T2.tsv,9,Wandering_Moldau,Interior,3.53E-03,2.11E-01,3.36E+00,4.65E-01,4.86E-02,7.57E-02,4.01E-01,5.08E+00,5.08E-01,-3.37E-21,8.53E-01,3.58E+01,5.03E+00,3.50E+01,5.35E+01,7.94E+00,5.94E+01,1.19E+00,1.14E-02,7.68E-01,3.73E-03,1.78E-01,2796.5,3340.9,2.6117,10.599,0.12077,0.72245,117.19,3676.1,0.018166,0.012077,4694.3,0.61289,0.51306,0.27853,1361.6,0.10507,46.678,55655,0.7062,2,0.58878,-0.071904,0.16384,278.23,0.4305,151.33,1.41E-05,0.21125,0.30637,0.28595,0.16189,0.26546,0.3192,0.21409,0.29987,0.24734
M9,17,20,F,24,09_Mo_Mo_T1.tsv,5MoWa,4Mo,T1,5Nothing,0,09_Mo_Mo_T1.tsv,9,Wandering_Moldau,Movement,2.14E-02,2.10E-01,7.77E+00,4.63E-01,1.64E-01,2.84E-01,9.37E-01,1.99E+00,4.61E-01,-4.47E-23,8.87E-01,1.26E+01,4.57E+00,1.33E+01,2.77E+01,1.28E+01,2.85E+01,1.19E+00,2.71E-02,7.06E-01,4.55E-03,5.44E-01,3190.6,3493.7,2.3194,9.133,0.13179,0.72935,122.7,4987.8,0.017536,0.035654,5513.9,0.69614,0.60117,0.33391,1513.7,3.9377,143.73,57174,0.59017,1,0.59964,-0.08377,0.15229,299.28,0.37997,185.43,-0.002029,0.23877,0.25893,0.20622,0.17809,0.28557,0.21935,0.21481,0.4099,0.24201
M9,17,20,F,24,09_Mo_Mo_T2.tsv,5MoWa,4Mo,T2,5Nothing,0,09_Mo_Mo_T2.tsv,9,Wandering_Moldau,Movement,1.66E-02,2.18E-01,6.06E+00,4.61E-01,1.21E-01,2.43E-01,1.03E+00,2.27E+00,4.52E-01,-4.36E-21,9.12E-01,1.71E+01,6.43E+00,2.20E+01,5.82E+01,1.49E+01,4.59E+01,1.21E+00,2.72E-02,7.69E-01,4.72E-03,7.16E-01,3171.9,3423.8,2.3572,9.3401,0.12901,0.73704,123.64,4889.7,0.017546,0.032602,5375.2,0.70196,0.6036,0.33365,1638.7,6.3619,142.31,56928,0.6924,2,0.60604,-0.081595,0.1781,276.16,0.37881,139.17,0.00088583,0.149,0.34825,0.29129,0.22951,0.23567,0.25089,0.33487,0.47298,0.39256
M9,17,20,F,24,09_Mo_Pr_T1.tsv,5MoWa,2Pr,T1,2Pr,0,09_Mo_Pr_T1.tsv,9,Wandering_Moldau,Projected,3.02E-03,1.95E-01,3.04E+00,4.62E-01,5.12E-02,9.88E-02,5.52E-01,3.22E+00,4.66E-01,9.86E-22,9.26E-01,1.80E+01,4.52E+00,1.98E+01,3.07E+01,8.71E+00,2.78E+01,1.15E+00,2.05E-02,6.72E-01,6.36E-04,4.12E-01,3002.6,3375.8,2.3935,9.3057,0.11517,0.71615,124.34,5277.3,0.017507,0.02899,5283.7,0.6748,0.57154,0.30891,1366.5,1.8775,118.95,57443,0.5033,2,0.59118,-0.086324,0.16327,281.96,0.35771,132.96,0.0013623,0.20851,0.2069,0.22608,0.096963,0.20287,0.1716,0.16956,0.44879,0.17595
M9,17,20,F,24,09_Mo_Pr_T2.tsv,5MoWa,2Pr,T2,2Pr,0,09_Mo_Pr_T2.tsv,9,Wandering_Moldau,Projected,2.39E-03,1.98E-01,2.66E+00,4.64E-01,4.20E-02,7.67E-02,5.23E-01,1.89E+00,4.77E-01,-1.25E-21,9.11E-01,2.18E+01,3.64E+00,2.44E+01,3.21E+01,1.12E+01,3.45E+01,1.17E+00,1.46E-02,8.32E-01,2.05E-03,6.26E-02,3055.6,3481.3,2.4112,9.4382,0.12268,0.71937,122.28,4908.1,0.01761,0.027807,5286.4,0.66245,0.57971,0.32026,1376.5,0.41613,108.84,56837,0.57102,2,0.57827,-0.070767,0.17474,291.51,0.3984,131.35,-8.79E-06,0.25743,0.26257,0.23568,0.23341,0.22029,0.24593,0.23307,0.35232,0.25291
M9,17,20,F,24,09_Mo_Wa_T1.tsv,5MoWa,7Wa,T1,3Cong,0,09_Mo_Wa_T1.tsv,9,Wandering_Moldau,Wandering,2.29E-02,2.13E-01,7.67E+00,4.64E-01,1.86E-01,2.53E-01,7.95E-01,2.29E+00,4.89E-01,-1.70E-21,8.66E-01,3.69E+01,2.70E+00,3.41E+01,5.01E+01,7.02E+00,4.80E+01,1.18E+00,1.44E-02,7.76E-01,9.97E-03,4.17E-01,2961.1,3327.4,2.439,9.6307,0.11775,0.72278,120.3,4725.8,0.017948,0.02091,5250.1,0.67319,0.57322,0.31328,1455.8,0.05177,78.066,57122,0.69784,1,0.57845,-0.065696,0.15844,296.08,0.37903,135.99,0.00057629,0.20469,0.4252,0.3386,0.18684,0.33296,0.37572,0.15602,0.32045,0.22611
M9,17,20,F,24,09_Mo_Wa_T2.tsv,5MoWa,7Wa,T2,3Cong,0,09_Mo_Wa_T2.tsv,9,Wandering_Moldau,Wandering,1.92E-02,2.16E-01,7.20E+00,4.65E-01,1.68E-01,2.19E-01,7.51E-01,5.01E+00,4.90E-01,2.63E-21,8.62E-01,3.08E+01,2.90E+00,3.16E+01,4.83E+01,7.98E+00,5.04E+01,1.23E+00,1.07E-02,7.57E-01,1.19E-02,3.20E-01,2942,3355.7,2.4981,9.9304,0.11488,0.72051,119.54,4567.1,0.017799,0.018426,5036.1,0.67041,0.57491,0.30582,1461.5,0.93379,70.494,56753,0.63403,1,0.59487,-0.075165,0.13501,312.68,0.44537,184.21,0.0057451,0.27574,0.33989,0.33875,0.20449,0.26224,0.25582,0.21132,0.29544,0.16496
M10,15,28,M,26,10_Br_Dp_T1.tsv,3BrFo,1Dp,T1,1Dp,0,10_Br_Dp_T1.tsv,10,Force_Bruch,Deadpan,9.88E-05,2.77E-01,5.39E-01,5.30E-01,1.08E-02,4.04E-02,4.99E-01,8.10E+00,4.02E-01,2.39E-22,9.78E-01,4.39E+01,1.44E+01,2.95E+01,4.53E+01,1.84E+01,3.09E+01,1.35E+00,1.70E-02,4.68E-02,2.34E-07,6.26E-02,2768.7,3251.3,2.4736,9.7467,0.13537,0.77234,124.76,2712.4,0.017604,0.057412,5009.2,0.67632,0.58426,0.3013,1415.8,41.385,253.27,55368,0.63806,2,0.63355,0.0068131,0.20896,345.77,0.3139,132.71,0.0028616,0.20716,0.30303,0.33054,0.25141,0.20261,0.16947,0.2434,0.17172,0.090556
M10,15,28,M,26,10_Br_Dp_T2.tsv,3BrFo,1Dp,T2,1Dp,1,10_Br_Dp_T2.tsv,10,Force_Bruch,Deadpan,1.00E-04,2.66E-01,3.73E-01,5.28E-01,1.16E-02,3.79E-02,5.02E-01,7.03E+00,3.98E-01,-1.61E-21,9.79E-01,4.21E+01,1.38E+01,2.82E+01,4.35E+01,1.77E+01,2.98E+01,1.35E+00,2.00E-02,2.01E-01,5.66E-07,9.78E-02,2978.3,3223.1,2.3462,9.4137,0.13443,0.77886,123.28,2336.8,0.017681,0.057524,5334.9,0.65872,0.59014,0.33047,1410.1,52.852,288.06,55346,0.61268,2,0.6214,-0.0082187,0.20193,313.8,0.29155,147.46,-0.0048536,0.13488,0.21522,0.34288,0.12927,0.27658,0.18458,0.25139,0.17961,0.14824
M10,15,28,M,26,10_Br_Fl_T1.tsv,3BrFo,3Fl,T1,4Incong,0,10_Br_Fl_T1.tsv,10,Force_Bruch,Flow,2.98E-04,2.76E-01,6.51E-01,5.26E-01,1.94E-02,4.42E-02,4.09E-01,3.83E+00,4.00E-01,-1.66E-21,9.76E-01,5.07E+01,1.39E+01,3.56E+01,5.22E+01,1.75E+01,4.00E+01,1.33E+00,2.30E-02,3.00E-01,2.76E-06,1.67E-01,2708.4,3104.1,2.5271,10.437,0.11477,0.75426,124.91,2643.1,0.017361,0.03484,4764.2,0.65808,0.56064,0.2821,1361.5,10.347,172.3,56562,0.65674,3,0.6271,-0.018124,0.20993,334.78,0.28971,158.91,-0.017711,0.1655,0.36794,0.35362,0.32577,0.23309,0.29063,0.2316,0.25685,0.14025
M10,15,28,M,26,10_Br_Fl_T2.tsv,3BrFo,3Fl,T2,4Incong,1,10_Br_Fl_T2.tsv,10,Force_Bruch,Flow,3.99E-04,2.78E-01,8.28E-01,5.23E-01,2.08E-02,4.63E-02,3.94E-01,1.04E+01,4.12E-01,-2.08E-21,9.73E-01,4.97E+01,1.55E+01,3.46E+01,5.25E+01,1.79E+01,3.66E+01,1.31E+00,2.01E-02,6.88E-01,2.79E-05,8.61E-02,2684.5,2976.7,2.58,11.138,0.11053,0.7568,125.49,3025,0.017339,0.03604,4637.7,0.64392,0.55497,0.28691,1375.8,12.789,175.69,56408,0.70128,2,0.63243,-0.024162,0.20719,317.71,0.34646,147.63,-0.0017354,0.2015,0.26673,0.35916,0.37304,0.3093,0.22009,0.21669,0.20817,0.19013
M10,15,28,M,26,10_Br_Fo_T1.tsv,3BrFo,5Fo,T1,3Cong,0,10_Br_Fo_T1.tsv,10,Force_Bruch,Force,1.10E-03,2.81E-01,1.10E+00,5.29E-01,2.69E-02,7.07E-02,6.98E-01,1.28E+01,3.93E-01,-1.30E-21,9.82E-01,4.46E+01,1.78E+01,2.64E+01,4.66E+01,2.16E+01,2.95E+01,1.35E+00,1.84E-02,6.21E-01,3.09E-05,1.25E-01,2876.9,3209.9,2.418,9.9886,0.14345,0.7788,119.23,2175.3,0.017613,0.079489,5150.5,0.6887,0.59493,0.32888,1504.4,119.52,476.79,55053,0.57054,2.5,0.62559,-0.01991,0.19709,315.73,0.38792,146.16,-0.0052413,0.17294,0.21301,0.24919,0.28434,0.18611,0.20403,0.19437,0.16562,0.13814
M10,15,28,M,26,10_Br_Fo_T2.tsv,3BrFo,5Fo,T2,3Cong,1,10_Br_Fo_T2.tsv,10,Force_Bruch,Force,4.81E-04,2.74E-01,9.75E-01,5.27E-01,2.20E-02,6.83E-02,7.24E-01,8.90E+00,3.99E-01,-1.27E-21,9.83E-01,4.49E+01,1.74E+01,2.72E+01,4.71E+01,2.02E+01,3.04E+01,1.35E+00,1.76E-02,5.85E-01,1.13E-04,1.18E-01,2990.6,3208,2.3757,9.746,0.13504,0.78273,119.9,2307.2,0.017692,0.070239,5342.9,0.67724,0.57739,0.33608,1408,83.871,370.82,55203,0.58198,3,0.63262,0.011153,0.20911,305.57,0.36219,154.56,-0.0031009,0.25047,0.32632,0.35682,0.22771,0.25421,0.28932,0.19504,0.16465,0.096161
M10,15,28,M,26,10_Br_In_T1.tsv,3BrFo,6In,T1,5Nothing,0,10_Br_In_T1.tsv,10,Force_Bruch,Interior,6.24E-04,2.79E-01,1.25E+00,5.27E-01,2.98E-02,6.32E-02,5.76E-01,7.60E+00,4.01E-01,6.47E-23,9.79E-01,4.89E+01,1.77E+01,3.11E+01,5.15E+01,2.11E+01,3.39E+01,1.35E+00,1.72E-02,7.24E-01,1.33E-04,1.11E-01,2913.8,3216.4,2.4531,9.7633,0.13584,0.77372,124.5,2778.9,0.017418,0.056691,5024,0.6846,0.58384,0.31629,1454.4,49.615,329.9,56045,0.60648,3,0.62754,0.0067586,0.1967,354.77,0.38919,125.09,-0.00043922,0.1199,0.32421,0.25344,0.27206,0.28763,0.14465,0.19526,0.16381,0.086282
M10,15,28,M,26,10_Br_In_T2.tsv,3BrFo,6In,T2,5Nothing,0,10_Br_In_T2.tsv,10,Force_Bruch,Interior,1.13E-04,2.75E-01,3.70E-01,5.28E-01,1.07E-02,3.52E-02,5.08E-01,5.63E+00,4.00E-01,1.77E-22,9.80E-01,4.65E+01,1.68E+01,2.94E+01,4.84E+01,1.95E+01,3.20E+01,1.35E+00,2.43E-02,3.01E-01,1.71E-06,7.45E-02,2777.6,3142.8,2.5047,10.218,0.1312,0.77659,122.28,2378.7,0.017441,0.058641,4982.2,0.6585,0.56599,0.29912,1431.5,60.177,308.01,55894,0.57642,2,0.61606,-0.029083,0.20263,334.81,0.30303,158.75,-0.0010029,0.17269,0.25251,0.22176,0.22959,0.18428,0.21501,0.15585,0.15424,0.1304
M10,15,28,M,26,10_Br_Mo_T1.tsv,3BrFo,4Mo,T1,5Nothing,0,10_Br_Mo_T1.tsv,10,Force_Bruch,Movement,5.76E-03,2.74E-01,2.39E+00,5.28E-01,8.01E-02,1.19E-01,7.67E-01,4.67E+00,3.95E-01,-5.14E-23,9.79E-01,4.75E+01,1.80E+01,2.90E+01,5.12E+01,2.23E+01,3.22E+01,1.37E+00,2.32E-02,7.79E-01,4.31E-04,2.86E-01,2909.2,3234.5,2.4337,10.014,0.14693,0.78428,122.75,2373.6,0.017596,0.072314,5266.3,0.67575,0.5807,0.32871,1448.7,95.595,396.78,55821,0.56213,2,0.63185,-0.012189,0.20758,319.31,0.29959,155.39,-0.0011862,0.12543,0.27485,0.38144,0.16345,0.15392,0.23558,0.10158,0.13038,0.14029
M10,15,28,M,26,10_Br_Mo_T2.tsv,3BrFo,4Mo,T2,5Nothing,0,10_Br_Mo_T2.tsv,10,Force_Bruch,Movement,3.42E-03,2.71E-01,2.16E+00,5.26E-01,7.00E-02,1.20E-01,8.17E-01,4.37E+00,3.97E-01,2.61E-22,9.77E-01,4.81E+01,1.61E+01,3.17E+01,5.20E+01,2.07E+01,3.60E+01,1.35E+00,2.55E-02,7.34E-01,1.35E-04,1.61E-01,2978,3198.6,2.4433,9.9822,0.13575,0.77718,122.58,2567.7,0.017418,0.062896,5256.8,0.69788,0.60627,0.33151,1577.2,71.433,419.99,55815,0.71489,2,0.61579,-0.0013915,0.24726,323.15,0.31966,150.56,0.0048249,0.18986,0.33666,0.27194,0.2637,0.16772,0.22192,0.17231,0.29854,0.14029
M10,15,28,M,26,10_Br_Pr_T1.tsv,3BrFo,2Pr,T1,2Pr,1,10_Br_Pr_T1.tsv,10,Force_Bruch,Projected,4.89E-04,2.70E-01,7.71E-01,5.30E-01,2.40E-02,5.50E-02,6.52E-01,7.50E+00,3.92E-01,2.61E-21,9.80E-01,4.65E+01,1.37E+01,3.25E+01,4.89E+01,1.66E+01,3.45E+01,1.34E+00,2.12E-02,4.09E-01,1.41E-05,9.81E-02,2866.1,3143.4,2.4558,10.136,0.13394,0.77828,122.1,2338.1,0.017708,0.057482,5155.9,0.68673,0.58074,0.32768,1420.8,49.338,305.73,54950,0.6111,2,0.62979,-0.014963,0.21599,363.28,0.37877,130.79,-0.0044852,0.23097,0.2378,0.26164,0.14889,0.26854,0.22787,0.19927,0.18518,0.094863
M10,15,28,M,26,10_Br_Pr_T2.tsv,3BrFo,2Pr,T2,2Pr,0,10_Br_Pr_T2.tsv,10,Force_Bruch,Projected,3.14E-04,2.73E-01,7.90E-01,5.29E-01,1.82E-02,5.56E-02,6.05E-01,6.94E+00,3.92E-01,4.34E-21,9.83E-01,4.66E+01,1.44E+01,3.19E+01,4.82E+01,1.75E+01,3.43E+01,1.34E+00,1.44E-02,6.58E-01,6.30E-05,1.29E-01,2806.4,3163.7,2.4618,10.313,0.13711,0.77963,122.82,2196.4,0.017611,0.066514,5081.8,0.67277,0.57868,0.32762,1453,58.874,304.09,55471,0.58086,2,0.63308,-0.0071642,0.20507,322.72,0.40127,148.13,0.0014492,0.23616,0.31218,0.24433,0.1789,0.30086,0.2939,0.096689,0.15318,0.08121
M10,15,28,M,26,10_Br_Wa_T1.tsv,3BrFo,7Wa,T1,5Nothing,0,10_Br_Wa_T1.tsv,10,Force_Bruch,Wandering,1.63E-03,2.76E-01,1.56E+00,5.27E-01,4.43E-02,7.49E-02,6.68E-01,7.70E+00,3.99E-01,-3.21E-21,9.78E-01,4.62E+01,1.75E+01,2.83E+01,4.88E+01,2.14E+01,3.41E+01,1.36E+00,2.09E-02,4.78E-01,7.71E-05,8.33E-02,2855.8,3141.6,2.4887,10.449,0.13086,0.78388,120.93,2415.1,0.017496,0.066169,5124.9,0.67162,0.58093,0.31836,1463,78.846,343.5,55305,0.55147,2,0.61829,-0.0005208,0.23185,310.94,0.32776,148.96,0.00093162,0.16184,0.20265,0.36515,0.18641,0.20986,0.26539,0.095441,0.19885,0.090137
M10,15,28,M,26,10_Br_Wa_T2.tsv,3BrFo,7Wa,T2,5Nothing,0,10_Br_Wa_T2.tsv,10,Force_Bruch,Wandering,1.12E-03,2.76E-01,1.46E+00,5.27E-01,3.55E-02,7.13E-02,6.12E-01,7.97E+00,4.02E-01,-4.65E-21,9.74E-01,4.63E+01,1.77E+01,2.70E+01,4.79E+01,2.21E+01,3.04E+01,1.36E+00,2.22E-02,5.37E-01,1.01E-04,7.91E-02,2853.9,3211,2.4921,10.055,0.14174,0.77975,121.55,2258,0.0175,0.061527,5030.7,0.65835,0.57422,0.32033,1362.9,84.261,316.44,55186,0.5176,2,0.63164,-0.0056857,0.21709,334.16,0.35062,155.22,-0.0030894,0.22637,0.24602,0.30809,0.20667,0.23028,0.16264,0.11276,0.20325,0.10014
